Tuthilltown Gristmill;Ulster;06/14/1982;90NR01060;-74.1789;41.6843271513 
Fort Tryon Park And The Cloisters;New York;12/19/1978;90NR00947;-73.9321;40.8623481364 
Planting Fields Arboretum;Nassau;01/25/1979;90NR01949;-73.5572;40.8619160063 
Market Street Historic District;St. Lawrence;11/16/1979;90NR02575;-74.987;44.6696682577 
Alcove Historic District;Albany;07/24/1980;90NR02765;-73.926;42.4693353744 
Boonville Historic District;Oneida;11/16/1979;90NR02076;-75.3378;43.4845529235 
East Avenue Historic District;Monroe;04/17/1979;90NR01468;-77.5802;43.1513948689 
Waterville Triangle Historic District;Oneida;04/04/1978;90NR02082;-75.3783;42.930654835 
Albany Rural Cemetery;Albany;10/25/1979;90NR02835;-73.7339;42.7078635483 
Poughkeepsie Railroad Bridge;Dutchess;02/23/1979;90NR00370;-73.9408;41.7106498985 
Dodge, Lillian Sefton, Estate;Nassau;07/22/1979;90NR01952;-73.5583;40.8793332205 
West Stockholm Historic District;St. Lawrence;11/20/1979;90NR02561;-74.901;44.7133485322 
Horseheads 1855 Extension Historic District;Chemung;07/30/1980;90NR00147;-76.8215;42.1629244737 
Wiswall, Oliver, House;Columbia;09/04/1980;90NR00231;-73.8092;42.2457323443 
Historic Track;Orange;10/15/1966;90NR02337;-74.3186;41.4021816413 
Cooperstown Historic District;Otsego;11/18/1980;90NR02190;-74.9262;42.7027129982 
DeRham Farm;Putnam;03/28/1980;90NR02362;-73.9343;41.4058315514 
General Electric Realty Plot;Schenectady;11/18/1980;90NR02660;-73.9202;42.816950569 
South Otselic Historic District;Chenango;09/08/1983;90NR00155;-75.782;42.6471943133 
Carroll Gardens Historic District;Kings;09/26/1983;90NR01316;-73.9936;40.6801293982 
Hamilton Heights Historic District;New York;09/30/1983;90NR00859;-73.9473;40.8231056447 
IRT Broadway Line Viaduct;New York;09/15/1983;90NR00846;-73.9582;40.8158656536 
Hudson Falls Historic District;Washington;09/15/1983;90NR02751;-73.5843;43.3011604739 
Katonah Village Historic District;Westchester;09/15/1983;90NR02427;-73.6857;41.2578313683 
Near Westside Historic District;Chemung;12/22/1983;90NR00145;-76.8162;42.0866399413 
Bouwerie;Columbia;10/07/1983;90NR00222;-73.8129;42.0899068508 
Cincinnatus Historic District;Cortland;09/07/1984;90NR00261;-75.9025;42.5425663756 
Andes Historic District;Delaware;06/28/1984;90NR00285;-74.7806;42.1900329916 
Fort Greene Historic District;Kings;09/26/1983;90NR01318;-73.9736;40.6889735654 
Warwick Village Historic District;Orange;09/07/1984;90NR02341;-74.3567;41.2594507903 
Fort Tilden Historic District;Queens;04/20/1984;90NR01571;-73.8938;40.5609037891 
Greenport Village Historic District;Suffolk;09/13/1984;90NR01922;-72.3625;41.1067821685 
Belcher Family Homestead and Farm;Tioga;07/02/1984;90NR02227;-76.1879;42.2840464129 
Hawes Homestead;Schenectady;10/11/1984;90NR02627;-74.2102;42.7931589607 
Jenkins Octagon House;Schenectady;10/11/1984;90NR02629;-74.1833;42.7590477326 
Macomber Stone House;Schenectady;10/11/1984;90NR02636;-74.214;42.7216392589 
Arbor Hill Historic District;Albany;09/29/1984;90NR02805;-73.7521;42.6576803443 
O'Kane Market and O'Kane Building;Monroe;09/12/1985;90NR01480;-77.626;43.1430918722 
Chestnut Street Historic District;Ulster;09/19/1985;90NR01104;-73.9887;41.9239317196 
Chevalier, Xavier, House;Jefferson;09/27/1985;90NR01120;-76.2437;44.160227678 
Docteur, Joseph, House;Jefferson;09/27/1985;90NR01123;-76.235;44.1188326624 
Halsey Estate-Tallwood;Suffolk;09/26/1985;90NR01821;-73.4306;40.82605635 
Goose Hill Road Historic District;Suffolk;09/26/1985;90NR01820;-73.4527;40.8782931093 
Cazenovia Village Historic District;Madison;06/19/1986;90NR01444;-75.859;42.9268989247 
Cedarmere-Clayton Estates Historic District;Nassau;09/29/1986;90NR01956;-73.6399;40.8105541948 
Wickapogue Road Historic District;Suffolk;10/02/1986;90NR01919;-72.3665;40.8867666509 
Echo Camp;Hamilton;11/07/1986;90NR00580;-74.6352;43.8241020908 
Progue House;Dutchess;07/09/1987;90NR00345;-73.8795;41.8893899328 
Marquardt Farm;Dutchess;07/09/1987;90NR00339;-73.8677;41.8859682097 
Traver, J.E., Farm;Dutchess;07/09/1987;90NR00357;-73.8786;41.9262734673 
Grasmere;Dutchess;07/09/1987;90NR00334;-73.9115;41.913562512 
Barron, Thomas, House;Ontario;10/06/1988;90NR01985;-77.0339;42.8606359352 
East Hill Historic District;Tompkins;08/14/1986;90NR02264;-76.4903;42.4403835688 
Vanderbilt, William K., Estate Eagle's Nest;Suffolk;09/26/1985;90NR01852;-73.3683;40.9053147054 
Remp, Michael, House;Suffolk;09/26/1985;90NR01839;-73.3528;40.8468692922 
Merestead - Sloane Estate;Westchester;09/27/1984;90NR02428;-73.7043;41.1784245473 
Southampton Village Historic District;Suffolk;04/25/1988;90NR01920;-72.3959;40.8774648735 
Ocean Parkway;Kings;09/08/1983;90NR01303;-73.9688;40.6108303642 
Eastern Parkway;Kings;09/26/1983;90NR01317;-73.9464;40.6700638868 
Canandaigua Historic District;Ontario;04/26/1984;90NR01998;-77.2821;42.8916044043 
Cobleskill Historic District;Schoharie;09/18/1978;90NR02684;-74.4848;42.6770966013 
Fort Ticonderoga;Essex;10/15/1966;90NR00472;-73.3948;43.8356513428 
Fort Ticonderoga;Essex;10/15/1966;90NR00472;-73.4209;43.8541410421 
Abell Farmhouse and Barn;Madison;11/02/1987;90NR01403;-75.8253;42.9023629102 
Sands, Robert, Estate;Dutchess;02/24/1975;90NR00325;-73.8765;41.9352765481 
Cambridge Historic District;Washington;11/15/1978;90NR02759;-73.3817;43.0267722705 
Union Avenue Historic District;Saratoga;04/04/1978;90NR02598;-73.7639;43.0724734081 
Broadway Historic District;Saratoga;09/13/1979;90NR02600;-73.7801;43.0871350151 
East Side Historic District;Saratoga;10/29/1982;90NR02601;-73.7778;43.0804759885 
Broadway Historic District;Saratoga;09/13/1979;90NR02600;-73.7831;43.0900530858 
Center Square/Hudson-Park Historic District;Albany;03/18/1980;90NR00012;-73.7649;42.6523436642 
Downtown Albany Historic District;Albany;01/31/1980;89NR00009;-73.7516;42.6501188205 
Main Street Historic District;Livingston;07/09/1977;90NR01377;-77.8137;42.8017027336 
Howard Homestead;Schenectady;10/11/1984;90NR02628;-74.2314;42.7807204029 
Avery Farmhouse;Schenectady;10/11/1984;90NR02617;-74.2352;42.7712378428 
Jones, A.D. (Boss), House;Schenectady;10/11/1984;90NR02630;-74.214;42.7741995488 
Clinton Avenue Historic District;Albany;09/01/1988;89NR00006;-73.7601;42.6601714689 
Eagle's Rest (Rupert, Jacob, Estate);Putnam;11/23/1982;90NR02365;-73.9376;41.3974951245 
Normandy Grange;Putnam;11/23/1982;90NR02373;-73.9312;41.39223397 
Montour Falls Historic District;Schuyler;08/31/1978;90NR02205;-76.8494;42.3445282242 
Clermont Estates Historic District;Columbia;05/07/1979;90NR00221;-73.9094;42.1003801191 
Astor Home for Children;Dutchess;07/09/1987;90NR00455;-73.9129;41.9232454414 
Grove, The;Dutchess;07/09/1987;90NR00335;-73.8772;41.9404348188 
Brykill;Ulster;09/26/1983;90NR01064;-74.2163;41.6658535607 
Mott Haven Historic District;Bronx;03/25/1980;90NR00035;-73.9205;40.8099587247 
Sagamore Hotel Complex;Warren;07/21/1983;90NR02689;-73.646;43.5571357697 
Sagamore Hotel Complex;Warren;07/21/1983;90NR02689;-73.6641;43.5856419361 
Central Ridgewood Historic District;Queens;09/30/1983;90NR01596;-73.8982;40.7034605992 
Sackets Harbor Battlefield;Jefferson;12/31/1974;90NR01190;-76.1341;43.9454544258 
Madison Barracks;Jefferson;11/21/1974;90NR01189;-76.1092;43.9529617977 
Plattsburgh Bay;Clinton;10/15/1966;90NR00172;-73.4139;44.6874735179 
Cobble Hill Historic District;Kings;06/11/1976;90NR01286;-73.9964;40.6873635405 
Park Slope Historic District;Kings;11/21/1980;90NR01341;-73.9754;40.6713347358 
Hait, Thaddeus, Farm;Ulster;12/29/1988;90NR01075;-74.0947;41.677463293 
Woodlawn (Gordon, Malcolm, School);Putnam;11/23/1982;90NR02379;-73.9369;41.3913625139 
Locust Lawn Estate;Ulster;05/17/1974;90NR01059;-74.1003;41.6967090127 
Union Street Historic District;Dutchess;12/09/1971;90NR00433;-73.9339;41.7041539007 
Lorenzo;Madison;02/18/1971;90NR01443;-75.8657;42.9228998552 
West Point Foundry;Putnam;04/11/1973;90NR02387;-73.9525;41.4136690607 
U.S. Military Academy;Orange;10/15/1966;90NR02302;-73.9723;41.3953296931 
Camp Pine Knot;Hamilton;11/07/1986;90NR00579;-74.6236;43.8213716213 
New York Botanical Garden;Bronx;05/28/1967;90NR00041;-73.8772;40.8622867219 
Susquehannah Turnpike;Greene;01/02/1974;90NR00552;-74.0519;42.3309380182 
Old Croton Aqueduct;Westchester;12/02/1974;90NR02435;-73.8727;41.0507215016 
Bear Mountain Bridge Rd.;Westchester;04/19/1979;90NR02432;-73.9659;41.3098536606 
Old Albany Post Road;Putnam;07/08/1982;90NR02363;-73.9032;41.3778131717 
Three Squares Historic District;Warren;09/29/1984;90NR02732;-73.6457;43.3100140391 
Old Champlain Canal;Saratoga;09/01/1976;90NR02762;-73.5388;43.3119855756 
Old Champlain Canal;Saratoga;09/01/1976;90NR02762;-73.4168;43.5122228354 
Old Champlain Canal;Saratoga;09/01/1976;90NR02762;-73.6825;42.8246684744 
Old Champlain Canal;Saratoga;09/01/1976;90NR02762;-73.6763;42.9204193861 
Old Champlain Canal;Saratoga;09/01/1976;90NR02762;-73.6233;42.9831063842 
Northside Historic District;Saratoga;12/04/1975;90NR02612;-73.6939;42.7849628562 
Brooklyn Heights Historic District;Kings;10/15/1966;90NR01325;-73.995;40.6954103674 
Franklin Square Historic District;Oswego;08/04/1982;90NR02152;-76.5159;43.4573894961 
Peebles (Peobles) Island;Albany;10/02/1973;90NR02593;-73.6869;42.7818915779 
Wing, William R., Farm Complex;Schenectady;10/11/1984;90NR02643;-74.237;42.7647289253 
Shute Octagon House;Schenectady;10/11/1984;90NR02641;-74.219;42.7745483804 
Scarborough Historic District;Westchester;09/07/1984;90NR02457;-73.8553;41.1285567509 
Montauk Association Historic District;Suffolk;10/22/1976;90NR01787;-71.9062;41.044045875 
Caleb Bragg Estate;Suffolk;11/02/1987;90NR01793;-71.9335;41.0721464408 
Chautauqua Institution Historic District;Chautauqua;06/19/1973;90NR00107;-79.4667;42.209810655 
Thomas Indian School;Erie;01/25/1973;90NR01204;-78.9964;42.5396767392 
Pierce Arrow Factory Complex;Erie;10/01/1974;90NR01237;-78.8738;42.9429521469 
Roycroft Campus;Erie;11/08/1974;90NR01252;-78.6183;42.7670356247 
Wyoming Village Historic District;Wyoming;12/27/1974;90NR02044;-78.0874;42.8270137738 
Orleans County Courthouse Historic District;Orleans;08/31/1979;90NR02011;-78.1931;43.2457626059 
Williams, Johann, Farm;Niagara;01/10/1980;90NR01968;-78.9428;43.0912968609 
Gifford-Walker Farm;Genesee;01/10/1980;90NR00521;-78.0147;43.1306209207 
Genesee County Courthouse Historic District;Genesee;12/10/1982;90NR00529;-78.187;42.9983403629 
Riverside Park;Erie;03/30/1982;90NR01219;-78.9088;42.9556537224 
King, Martin Luther Jr., Park;Erie;03/30/1982;90NR01218;-78.8405;42.9054154465 
McMahan Homestead (Landmark Acres);Chautauqua;09/26/1983;90NR00123;-79.5906;42.3115312538 
Wright, Reuben Gridley, Farm Complex;Chautauqua;09/26/1983;90NR00129;-79.5651;42.3339235118 
East Main Street Historic District;Chautauqua;12/16/1983;90NR00133;-79.5696;42.3265872652 
French Portage Road Historic District;Chautauqua;12/16/1983;90NR00134;-79.5762;42.3201732982 
New York Central Terminal;Erie;09/07/1984;90NR01233;-78.831;42.888641363 
Mount Pleasant;Genesee;08/09/1984;90NR00522;-78.3427;43.0126660428 
Silver Lake Institute Historic District;Wyoming;09/19/1985;90NR02038;-78.0218;42.6994955099 
Parkside Subdivision (East) Historic District;Erie;10/17/1986;90NR01239;-78.849;42.9369007493 
Parkside Subdivision (West) Historic District;Erie;12/10/1986;89NR00003;-78.8663;42.9376415372 
Belvidere;Allegany;03/16/1972;90NR00020;-78.0498;42.2653950267 
Niagara Reservation;Niagara;10/15/1966;90NR01961;-79.0637;43.0819504094 
Old Fort Niagara;Niagara;10/09/1960;90NR01958;-79.0611;43.2627165002 
Lowertown Historic District;Niagara;06/04/1973;90NR01973;-78.6764;43.1806090507 
Mt. Albion Cemetery;Orleans;09/27/1976;90NR02010;-78.1572;43.2397626093 
Angelica Park Circle Historic District;Allegany;01/31/1978;90NR00029;-78.0138;42.3066841366 
Cazenovia Park - South Park System;Erie;03/30/1982;90NR01246;-78.8158;42.8387216564 
Buffalo State Hospital;Erie;01/12/1973;90NR01206;-78.8827;42.9300687928 
Delaware Park - Front Park System;Erie;03/30/1982;90NR01217;-78.8683;42.9304626793 
Lockport Industrial District;Niagara;11/11/1975;90NR01975;-78.691;43.1737905126 
Montgomery County Poor Farm;Montgomery;08/05/1982;90NR01534;-74.4896;42.9016573431 
Valcour Bay;Clinton;10/15/1966;90NR00171;-73.433;44.6230163338 
Schenectady City Hall and Post Office;Schenectady;10/11/1978;90NR02658;-73.9392;42.8144982062 
Brown, John, Farm;Essex;06/19/1972;90NR00470;-73.9715;44.2496979534 
Skaneateles Historic District;Onondaga;05/10/1984;90NR02132;-76.4257;42.9457153388 
Rutger-Steuben Park Historic District;Oneida;09/19/1973;90NR02056;-75.2293;43.0967479892 
Forest Lawn Cemetery;Erie;05/10/1990;90NR03149;-78.8614;42.9271815673 
Vanderbilt Mansion National Historic Site;Dutchess;10/15/1966;90NR00307;-73.9421;41.7971636197 
Washington Park Historic District;Rensselaer;05/25/1973;90NR00986;-73.6924;42.7243195672 
Kingston Stockade Historic District;Ulster;06/13/1975;90NR01099;-74.0196;41.9339327688 
River Street Historic District;Rensselaer;06/03/1976;90NR00987;-73.6941;42.7304829721 
Albany Street Historic District;Madison;10/10/1978;90NR01445;-75.8551;42.9297005459 
South Street Seaport Historic District;New York;12/12/1978;90NR00940;-74.0022;40.7068912495 
St. Mark's Historic District;New York;11/13/1974;90NR00910;-73.9884;40.730430518 
Mill Street-North Clover Street Historic District;Dutchess;02/07/1972;90NR00369;-73.9329;41.7067291561 
Downtown Ossining Historic District;Westchester;08/09/1989;90NR03136;-73.8604;41.1607149918 
Aquinas Institute;Monroe;06/08/1989;90NR03026;-77.6406;43.1876186999 
Lake George Avenue Historic District;Essex;06/16/1989;90NR02939;-73.4288;43.8453783066 
Amherst Avenue Historic District;Essex;06/16/1989;90NR02938;-73.4256;43.843940792 
Greenport Railroad Complex;Suffolk;07/20/1989;90NR01923;-72.3632;41.0996841908 
Markham Cobblestone Farmhouse and Barn Complex;Livingston;08/13/1989;90NR01362;-77.6356;42.9321281077 
Ganoung Cobblestone Farmhouse;Livingston;08/31/1989;90NR01358;-77.6611;42.8632771453 
Moses, Ogilvie, Farmhouse;Livingston;08/31/1989;90NR01365;-77.5991;42.8930203038 
Clark Farm Complex;Livingston;08/31/1989;90NR01357;-77.5929;42.903621155 
Hudson River State Hospital, Main Building;Dutchess;06/30/1989;94NR00622;-73.9284;41.7326370956 
Windswept Farm;Dutchess;09/07/1989;90NR03305;-73.8044;41.8520838913 
Resseguie Farm;Jefferson;10/18/1989;90NR01139;-76.0414;43.9352921428 
Shore Farm;Jefferson;10/18/1989;90NR01141;-76.1023;43.9582101722 
Conklin Farm;Jefferson;10/18/1989;90NR01135;-75.991;43.9851598371 
Antoinette Louisa Brown Blackwell Childhood Home;Monroe;11/16/1989;90NR03298;-77.5996;43.0517032257 
Lafevre, John A., House and School;Ulster;11/16/1989;95NR00835;-74.1201;41.6973959099 
Tappan Historic District;Rockland;04/26/1990;90NR03263;-73.949;41.0228691393 
Neiderhurst;Rockland;07/12/1990;90NR03077;-73.9076;41.0098851875 
Seven Oaks;Rockland;07/12/1990;90NR03079;-73.9088;41.007370774 
Stony Brook Grist Mill;Suffolk;08/03/1990;91NR00050;-73.146;40.914065042 
Wyandanch Club Historic District;Suffolk;08/03/1990;93NR00518;-73.2264;40.8515571063 
Getman Farmhouse;Jefferson;09/06/1990;90NR02997;-76.2733;43.9755645541 
Lance Farm;Jefferson;09/06/1990;90NR02998;-76.2593;43.9815599772 
Wilcox Farmhouse;Jefferson;09/06/1990;90NR03009;-76.2565;44.0593168268 
Chaumont Historic District;Jefferson;09/06/1990;90NR03013;-76.1328;44.0678469238 
Point Salubrious Historic District;Jefferson;09/06/1990;90NR03001;-76.1551;44.0428340424 
Hiddenhurst;Dutchess;02/21/1991;90NR03292;-73.511;41.8973419629 
Davis, Phineas, Farmstead;Oswego;06/20/1991;91NR00022;-76.2266;43.4653855104 
Stillman Farmstead;Oswego;06/20/1991;91NR00023;-76.1628;43.4593603382 
Mexico Village Historic District;Oswego;06/20/1991;91NR00017;-76.2289;43.4584251892 
Old Trees;Madison;07/15/1991;91NR00145;-75.877;42.9169873292 
Shattuck House;Madison;07/15/1991;91NR00147;-75.8873;42.9712189284 
Roslyn Cemetery;Nassau;10/28/1991;91NR00011;-73.6318;40.8093806356 
Slack Farmstead;Oswego;11/14/1991;91NR00031;-76.1848;43.4520917849 
Thayer Farmstead;Oswego;11/14/1991;91NR00029;-76.2261;43.4533077768 
Manhattan Ave. W. 120th-123rd Streets Historic District;New York;01/17/1992;91NR00292;-73.9547;40.8089086929 
Bates Cobblestone Farmhouse;Yates;05/11/1992;92NR00311;-77.2732;42.7597187168 
William Nichols Cobblestone Farmhouse;Yates;05/11/1992;92NR00313;-77.0393;42.7604386314 
Angus Cobblestone Farmhouse and Barn Complex;Yates;05/11/1992;92NR00316;-76.9743;42.7342600675 
Young-Leach Cobblestone Farmhouse and Barn Complex;Yates;05/11/1992;92NR00315;-76.9389;42.6379230985 
Dr. Henry Spence Cobblestone Farmhouse;Yates;05/11/1992;92NR00317;-76.9464;42.5561383368 
Snyder Estate Natural Cement Historic District;Ulster;06/09/1992;92NR00352;-74.0943;41.8475248077 
Church Street Historic District;Franklin;11/02/1987;90NR02958;-74.1291;44.3270474032 
Cottage Row Historic District;Franklin;11/02/1987;90NR02961;-74.133;44.3332172625 
Highland Park Historic District;Essex;11/06/1992;90NR02926;-74.1246;44.3348966934 
South Worcester Historic District;Otsego;11/05/1992;91NR03367;-74.7552;42.5176696869 
Pratt Rock Park;Greene;12/10/1992;92NR00413;-74.4104;42.312088816 
Hull, Warren, House;Erie;05/11/1992;92NR00344;-78.6221;42.9469412249 
Lefferts Manor Historic District;Kings;05/18/1992;91NR00014;-73.9564;40.6598466413 
Cornell Heights Historic District;Tompkins;09/14/1989;90NR02267;-76.4869;42.4552916222 
Atlantic Avenue Tunnel;Kings;09/07/1989;90NR03137;-73.9953;40.690628097 
Stephenson/Frink Farm;Jefferson;10/18/1989;90NR01144;-76.0687;43.9472883138 
Mechanicville Hydroelectric Plant;Saratoga;11/13/1989;91NR00034;-73.6782;42.8771910528 
Rock Ledge;Dutchess;11/28/1989;90NR03304;-73.8946;41.8966027206 
Sloan Cottage;Franklin;11/06/1992;90NR02992;-74.1355;44.3225663965 
South Street Area Historic District;Cayuga;03/09/1991;90NR03293;-76.5655;42.9240063594 
Seneca Falls Village Historic District;Seneca;04/05/1991;90NR03294;-76.7943;42.9138624493 
Red Mill Farm;Oswego;11/14/1991;91NR00018;-76.1453;43.4258577183 
Ellicottville Historic District;Cattaraugus;08/23/1991;91NR00032;-78.6735;42.2749465794 
Camp Intermission;Franklin;11/06/1992;90NR02917;-74.1489;44.3503175525 
High Bridge Aqueduct and Water Tower;Bronx;12/04/1972;90NR00923;-73.9299;40.842320562 
Johnson House;Jefferson;09/27/1985;90NR01125;-76.3663;44.1059137611 
Closter Road--Oak Tree Road Historic District;Rockland;07/12/1990;90NR03078;-73.9063;41.0118294383 
Washington Spring Road--Woods Road Historic District;Rockland;07/12/1990;90NR03080;-73.9164;41.0121469217 
Stony Kill Farm;Dutchess;03/20/1980;90NR00296;-73.9512;41.5422540258 
Bloomvale Historic District;Dutchess;12/30/1991;91NR00290;-73.7568;41.8008118861 
Cypress Avenue West Historic District;Kings;09/30/1983;90NR01600;-73.9127;40.7048272887 
Monument Circle Historic District;Wyoming;05/11/1992;92NR00346;-78.1307;42.743138826 
Southside Sportsmen's Club District;Suffolk;07/23/1973;90NR01869;-73.1502;40.7718306675 
Wheeler Hill Historic District;Dutchess;06/14/1991;90NR03290;-73.9431;41.577202802 
Rockland County Courthouse and Dutch Gardens;Rockland;01/03/1991;91NR00049;-73.9904;41.1468432776 
Branch Historic District;Suffolk;09/11/1986;90NR01921;-73.1833;40.856823756 
Collins, Jonathan C., House and Cemetery;Lewis;11/09/1988;90NR01193;-75.4094;43.562754405 
Fredonia Commons Historic District;Chautauqua;10/19/1978;90NR00115;-79.3321;42.4402477856 
Oak Hill;Columbia;06/26/1979;90NR00236;-73.8467;42.1953123969 
Hanford Mill;Delaware;03/26/1973;90NR00277;-74.8809;42.4216257266 
Stockade Historic District;Schenectady;04/03/1973;90NR02654;-73.9457;42.8179870763 
Breakabeen Historic District;Schoharie;12/31/1974;90NR02674;-74.4097;42.5250452132 
Sternbergh House;Schoharie;03/21/1985;90NR02678;-74.3018;42.7023859283 
Mott Haven Historic District;Bronx;03/25/1980;90NR00035;-73.9245;40.8111134837 
New Windsor Cantonment;Orange;07/31/1972;90NR02308;-74.0628;41.4744123804 
Unadilla Water Works;Otsego;09/04/1992;92NR00343;-75.3188;42.3370783502 
Unadilla Historic District;Otsego;09/04/1992;91NR03369;-75.3131;42.3258837092 
Cathedral of the Incarnation Complex;Nassau;11/14/1978;91NR00240;-73.6427;40.7203727599 
Unadilla Water Works;Otsego;09/04/1992;92NR00343;-75.3134;42.3448649568 
The Woodpile;Westchester;02/10/1992;91NR00082;-73.7306;41.2289501071 
Hill, Nathaniel, Brick House;Orange;01/05/1978;90NR02304;-74.1757;41.5259717802 
Heckscher Park (Huntington);Suffolk;09/26/1985;90NR01825;-73.4207;40.8754685983 
Old Town Green Historic District;Suffolk;09/26/1985;90NR01833;-73.4152;40.8754725279 
Bronx River Parkway Reservation;Westchester;01/11/1991;91NR03356;-73.7962;41.0120697899 
Old Champlain Canal;Saratoga;09/01/1976;90NR02762;-73.4939;43.3713062549 
Shelter Island Heights Historic District;Suffolk;05/07/1993;91NR00163;-72.3564;41.0844877894 
Elka Park Historic District;Greene;05/22/1993;93NR00434;-74.1673;42.1559790037 
Jones, Samuel and Johanna Farm;Montgomery;05/27/1993;92NR00383;-74.1044;42.9641308373 
St. Joseph's Seminary;Sullivan;07/08/1993;94NR00752;-75.0579;41.7701257639 
Beachbend;Suffolk;08/09/1993;91NR00124;-73.1837;40.9030096219 
By-the-Harbor;Suffolk;08/09/1993;91NR00121;-73.1804;40.8918617495 
East Farm;Suffolk;08/09/1993;91NR00122;-73.1542;40.9134878073 
Harbor House;Suffolk;08/09/1993;91NR00120;-73.1783;40.8969860216 
Land of Clover;Suffolk;08/09/1993;91NR00109;-73.1865;40.9136765131 
Rassapeague;Suffolk;08/09/1993;91NR00128;-73.1813;40.9163327863 
Ryan, William J., Estate;Suffolk;08/09/1993;91NR00127;-73.1875;40.9036890716 
Wetherill, Kate Anette, Estate;Suffolk;08/09/1993;91NR00132;-73.1686;40.8926778915 
Woodcrest;Suffolk;08/09/1993;91NR00126;-73.1825;40.899956629 
Indian Brook Road Historic District;Putnam;08/19/1993;92NR00309;-73.9139;41.4116101841 
Riverside Cemetery;Oswego;08/19/1993;94NR00731;-76.4763;43.4233799246 
Vanderbilt Lane Historic District;Dutchess;09/02/1993;93NR00499;-73.9371;41.8025969756 
Main St. - Albertson St. Historic District;Dutchess;09/02/1993;90NR02897;-73.9376;41.7898034073 
Howard, Thomas H., Estate - The Craigs;Dutchess;08/19/1993;90NR02892;-73.9344;41.7984467822 
Rogers, Archibald, Estate - Crumwold;Dutchess;09/02/1993;90NR02900;-73.9388;41.7796465994 
Coleman Station Historic District;Dutchess;09/30/1993;93NR00456;-73.5174;41.9049450956 
Minisink Battlefield;Sullivan;09/16/1993;93NR00465;-74.9706;41.4882789721 
Van Rensselaer, Henry I., House;Columbia;09/16/1993;93NR00454;-73.757;42.1889852546 
Camp Dudley Road Historic District;Essex;10/21/1993;93NR00505;-73.4179;44.1550510582 
Honeoye Falls Historic District;Monroe;11/24/1993;93NR00451;-77.5912;42.9517519807 
Garrison Grist Mill Historic District;Putnam;12/23/1993;92NR00349;-73.9453;41.3751451235 
West Main Street / James Street Historic District;Otsego;03/17/1994;93NR00443;-74.9881;42.8534183296 
Sayer, Mary Van Duzer, House;Orange;03/08/1996;90NR03053;-74.0864;41.4105635115 
Scribner House;Orange;03/08/1996;90NR03056;-74.0239;41.4376060826 
Mandel, Richard H., House;Westchester;03/01/1996;94NR00717;-73.7253;41.2446099096 
Stone Grist Mill Complex;Montgomery;02/23/1996;95NR00880;-74.6964;43.0045087745 
Covert Cobblestone Farmhouse;Monroe;11/07/1995;95NR00888;-77.7553;43.2562040453 
Covert Cobblestone Farmhouse;Monroe;11/07/1995;95NR00888;-77.7305;43.2301223945 
East Main Street Historic District;Otsego;11/07/1995;95NR00890;-74.9754;42.85189598 
Baker, J. & E., Cobblestone Farmhouse;Wayne;11/07/1995;95NR00903;-77.3129;43.0360026709 
Pelton, Gideon, Farm;Orange;11/03/1995;95NR00885;-74.2388;41.5052791983 
Markle, Jacob F., Stone House;Ulster;08/10/1995;95NR00853;-74.2169;41.8334415405 
Barley, Zachariah, Stone House;Ulster;08/10/1995;95NR00848;-74.2387;41.8254399932 
Hornbeck Stone House;Ulster;08/10/1995;95NR00849;-74.2212;41.8170606012 
Krom Stone House and Dutch Barn;Ulster;08/10/1995;95NR00846;-74.2106;41.8177705302 
Mount Morris Park Historic District (Boundary Increase);New York;05/24/1996;94NR00708;-73.9478;40.8053156304 
Ten Eyck, Tobias C., House and Cemeteries;Albany;11/25/1994;94NR00750;-73.8058;42.5133604542 
North Main Street Historic District;Cayuga;02/03/1993;92NR00358;-76.4219;42.7156209807 
Church Street-Congress Street Historic District;Cayuga;02/03/1993;92NR00357;-76.4187;42.7100825515 
Hardenbergh, Isaac, House;Delaware;12/12/1994;94NR00626;-74.453;42.3371887012 
Tousey, Benjamin C., House (The Willows);Dutchess;08/19/1994;94NR00709;-73.7654;41.834782644 
Rosenlund Estate Buildings;Dutchess;05/14/1991;90NR03291;-73.9327;41.7220207669 
Trudeau Sanitorium;Essex;04/20/1995;95NR00803;-74.1219;44.3422665035 
Green-Wood Cemetery;Kings;03/08/1997;94NR00549;-73.9902;40.6522466475 
Clarkson Corners Historic District;Monroe;09/02/1994;94NR00734;-77.9287;43.2318547013 
Phelps, Stephen, House;Monroe;02/02/1995;94NR00756;-77.3918;43.1277958757 
Scobey Power Plant;Erie;09/20/1996;96NR00942;-78.6985;42.4785086348 
Cold Spring Harbor Laboratory;Nassau;03/30/1994;94NR00543;-73.4692;40.861227499 
East 66th St., 131-135, East 67th St., 130-134, Apt. Bldgs. at;New York;08/11/1982;91NR00227;-73.9644;40.7667716638 
Holland Tunnel;New York;11/04/1993;93NR00477;-74.0208;40.7274972177 
Astor Row Houses;New York;08/11/1982;92NR00429;-73.9417;40.8100788633 
Utica Armory;Oneida;03/02/1995;95NR00770;-75.209;43.0797719416 
Neck Canal of 1730, The;Oneida;08/15/1995;95NR00816;-75.2741;43.1303225863 
Thornden Park;Onondaga;12/29/1994;90NR01699;-76.1258;43.0417551706 
Oakwood Cemetery;Onondaga;05/09/1991;90NR03310;-76.1359;43.0306511275 
Warner, Oliver, Farmstead;Ontario;11/17/1988;90NR01983;-77.1342;42.9123953778 
